history.ID,sites.sitename,plot.name,plot.area,event.sequence,date,date.loc,hist.cat,hist.type,est.regrowth.assumed.same.year,level,units,percent.mortality,hist.notes,plothistory.ID.v1,
68.05,AM10,Forest recovery following short-term agriculture. A6,0.07,5,1975,8,Establishment,Establishment of oldest trees,1,*,NA,NA,NA,46,
69.01,AM10,Forest recovery following short-term agriculture. A7,0.09,1,1971,8,Disturbance,Cut,NA,100,%,100,"Forest, slash-and-burn, 1 y rice",47,
69.02,AM10,Forest recovery following short-term agriculture. A7,0.09,2,1971,8,Disturbance,Burned,NA,NA,NA,100,"Forest, slash-and-burn, 1 y rice",48,
69.03,AM10,Forest recovery following short-term agriculture. A7,0.09,3,1971,8,Disturbance,Cultivation,NA,1,year,100,"Forest, slash-and-burn, 1 y rice",49,
69.04,AM10,Forest recovery following short-term agriculture. A7,0.09,4,1972,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,"Forest, slash-and-burn, 1 y rice",50,
69.05,AM10,Forest recovery following short-term agriculture. A7,0.09,5,1972,8,Establishment,Establishment of oldest trees,1,*,NA,NA,NA,51,
70.01,AM10,Forest recovery following short-term pasture. A8,0.1,1,1974,8,Disturbance,Cut,NA,100,%,100,"Forest, slash-and-burn, 1 y pasture",52,
70.02,AM10,Forest recovery following short-term pasture. A8,0.1,2,1974,8,Disturbance,Burned,NA,NA,NA,100,"Forest, slash-and-burn, 1 y pasture",53,
70.03,AM10,Forest recovery following short-term pasture. A8,0.1,3,1974,8,Disturbance,Grazed,NA,1,year,100,"Forest, slash-and-burn, 1 y pasture",54,
70.04,AM10,Forest recovery following short-term pasture. A8,0.1,4,1975,8,Regrowth,Initiation of post-disturbance cohort (natural),1,*,NA,NA,"Forest, slash-and-burn, 1 y pasture",55,
70.05,AM10,Forest recovery following short-term pasture. A8,0.1,5,1975,8,Establishment,Establishment of oldest trees,1,*,NA,NA,NA,56,
71.01,Amacayacu E,old-growth tropical forest.AGP1,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NA,NAC,NA,
72.01,Amacayacu U,old-growth tropical forest.AGP2,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NA,NAC,NA,
73.01,Amalau,lowland forest,NAC,1,1990,8,Disturbance,Major storm,NA,NA,NA,<100%,Hurricane. no anthropogenic disturbance,1651,
74.01,Anandgoan,Stand development of monoculture plantation.1y,0.05,1,1999,8,Management,Irrigation,NA,700,mm yr-1,NA,NA,187,
74.02,Anandgoan,Stand development of monoculture plantation.1y,0.05,2,1999.49589,6,Management,Fertilization_K,NA,80,kg ha-1,NA,Preplanting fertilizer,146,
74.03,Anandgoan,Stand development of monoculture plantation.1y,0.05,3,1999.49589,6,Management,Fertilization_N,NA,100,kg ha-1,NA,Preplanting fertilizer,152,
74.04,Anandgoan,Stand development of monoculture plantation.1y,0.05,4,1999.49589,6,Management,Fertilization_P,NA,40,kg ha-1,NA,Preplanting fertilizer,158,
74.05,Anandgoan,Stand development of monoculture plantation.1y,0.05,5,1999.531507,5.5,Regrowth,Planted,1,NA,NA,NA,6-mth-old uniform size G. arborea seedlings,140,
74.06,Anandgoan,Stand development of monoculture plantation.1y,0.05,6,1999.531507,5.5,Establishment,Establishment of oldest trees,0,NA,NA,NA,NA,181,
74.07,Anandgoan,Stand development of monoculture plantation.1y,0.05,7,2000.497268,6,Disturbance,Cut,NA,NA,NA,<100%,"Multiple stemmed plants, if any, were pruned to one stem after 1 year of planting.",164,
74.08,Anandgoan,Stand development of monoculture plantation.1y,0.05,8,2000.497268,6,Management,Fertilization_N,NA,60,kg ha-1,NA,Additional N was applied at 120 kg ha-1 in two split doses (in July and March) in 1-year-old stands,170,
75.01,Anandgoan,Stand development of monoculture plantation.2y,0.05,1,1998,8,Management,Irrigation,NA,700,mm yr-1,NA,NA,186,
75.02,Anandgoan,Stand development of monoculture plantation.2y,0.05,2,1998.49589,6,Management,Fertilization_K,NA,80,kg ha-1,NA,Preplanting fertilizer,145,
75.03,Anandgoan,Stand development of monoculture plantation.2y,0.05,3,1998.49589,6,Management,Fertilization_N,NA,100,kg ha-1,NA,Preplanting fertilizer,151,
75.04,Anandgoan,Stand development of monoculture plantation.2y,0.05,4,1998.49589,6,Management,Fertilization_P,NA,40,kg ha-1,NA,Preplanting fertilizer,157,
75.05,Anandgoan,Stand development of monoculture plantation.2y,0.05,5,1998.531507,5.5,Regrowth,Planted,1,NA,NA,NA,6-mth-old uniform size G. arborea seedlings,139,
75.06,Anandgoan,Stand development of monoculture plantation.2y,0.05,6,1998.531507,5.5,Establishment,Establishment of oldest trees,0,NA,NA,NA,NA,180,
75.07,Anandgoan,Stand development of monoculture plantation.2y,0.05,7,1999.49589,6,Disturbance,Cut,NA,NA,NA,<100%,"Multiple stemmed plants, if any, were pruned to one stem after 1 year of planting.",163,
75.08,Anandgoan,Stand development of monoculture plantation.2y,0.05,8,1999.49589,6,Management,Fertilization_N,NA,60,kg ha-1,NA,Additional N was applied at 120 kg ha-1 in two split doses (in July and March) in 1-year-old stands,169,
75.09,Anandgoan,Stand development of monoculture plantation.2y,0.05,9,2000.163934,6,Management,Fertilization_N,NA,60,kg ha-1,NA,Additional N was applied at 120 kg ha-1 in two split doses (in July and March) in 1-year-old stands,175,
76.01,Anandgoan,Stand development of monoculture plantation.3y,0.05,1,1997,8,Management,Irrigation,NA,700,mm yr-1,NA,NA,185,
76.02,Anandgoan,Stand development of monoculture plantation.3y,0.05,2,1997.49589,6,Management,Fertilization_K,NA,80,kg ha-1,NA,Preplanting fertilizer,144,
76.03,Anandgoan,Stand development of monoculture plantation.3y,0.05,3,1997.49589,6,Management,Fertilization_N,NA,100,kg ha-1,NA,Preplanting fertilizer,150,
76.04,Anandgoan,Stand development of monoculture plantation.3y,0.05,4,1997.49589,6,Management,Fertilization_P,NA,40,kg ha-1,NA,Preplanting fertilizer,156,
76.05,Anandgoan,Stand development of monoculture plantation.3y,0.05,5,1997.531507,5.5,Regrowth,Planted,1,NA,NA,NA,6-mth-old uniform size G. arborea seedlings,138,
76.06,Anandgoan,Stand development of monoculture plantation.3y,0.05,6,1997.531507,5.5,Establishment,Establishment of oldest trees,0,NA,NA,NA,NA,179,
76.07,Anandgoan,Stand development of monoculture plantation.3y,0.05,7,1998.49589,6,Disturbance,Cut,NA,NA,NA,<100%,"Multiple stemmed plants, if any, were pruned to one stem after 1 year of planting.",162,
76.08,Anandgoan,Stand development of monoculture plantation.3y,0.05,8,1998.49589,6,Management,Fertilization_N,NA,60,kg ha-1,NA,Additional N was applied at 120 kg ha-1 in two split doses (in July and March) in 1-year-old stands,168,
76.09,Anandgoan,Stand development of monoculture plantation.3y,0.05,9,1999.161644,6,Management,Fertilization_N,NA,60,kg ha-1,NA,Additional N was applied at 120 kg ha-1 in two split doses (in July and March) in 1-year-old stands,174,
77.01,Anandgoan,Stand development of monoculture plantation.4y,0.05,1,1996,8,Management,Irrigation,NA,700,mm yr-1,NA,NA,184,
77.02,Anandgoan,Stand development of monoculture plantation.4y,0.05,2,1996.497268,6,Management,Fertilization_K,NA,80,kg ha-1,NA,Preplanting fertilizer,143,
77.03,Anandgoan,Stand development of monoculture plantation.4y,0.05,3,1996.497268,6,Management,Fertilization_N,NA,100,kg ha-1,NA,Preplanting fertilizer,149,
77.04,Anandgoan,Stand development of monoculture plantation.4y,0.05,4,1996.497268,6,Management,Fertilization_P,NA,40,kg ha-1,NA,Preplanting fertilizer,155,
77.05,Anandgoan,Stand development of monoculture plantation.4y,0.05,5,1996.532787,5.5,Regrowth,Planted,1,NA,NA,NA,6-mth-old uniform size G. arborea seedlings,137,
77.06,Anandgoan,Stand development of monoculture plantation.4y,0.05,6,1996.532787,5.5,Establishment,Establishment of oldest trees,0,NA,NA,NA,NA,178,
77.07,Anandgoan,Stand development of monoculture plantation.4y,0.05,7,1997.49589,6,Disturbance,Cut,NA,NA,NA,<100%,"Multiple stemmed plants, if any, were pruned to one stem after 1 year of planting.",161,
77.08,Anandgoan,Stand development of monoculture plantation.4y,0.05,8,1997.49589,6,Management,Fertilization_N,NA,60,kg ha-1,NA,Additional N was applied at 120 kg ha-1 in two split doses (in July and March) in 1-year-old stands,167,
77.09,Anandgoan,Stand development of monoculture plantation.4y,0.05,9,1998.161644,6,Management,Fertilization_N,NA,60,kg ha-1,NA,Additional N was applied at 120 kg ha-1 in two split doses (in July and March) in 1-year-old stands,173,
78.01,Anandgoan,Stand development of monoculture plantation.5y,0.05,1,1995,8,Management,Irrigation,NA,700,mm yr-1,NA,NA,183,
78.02,Anandgoan,Stand development of monoculture plantation.5y,0.05,2,1995.49589,6,Management,Fertilization_K,NA,80,kg ha-1,NA,Preplanting fertilizer,142,
78.03,Anandgoan,Stand development of monoculture plantation.5y,0.05,3,1995.49589,6,Management,Fertilization_N,NA,100,kg ha-1,NA,Preplanting fertilizer,148,
78.04,Anandgoan,Stand development of monoculture plantation.5y,0.05,4,1995.49589,6,Management,Fertilization_P,NA,40,kg ha-1,NA,Preplanting fertilizer,154,
78.05,Anandgoan,Stand development of monoculture plantation.5y,0.05,5,1995.531507,5.5,Regrowth,Planted,1,NA,NA,NA,6-mth-old uniform size G. arborea seedlings,136,
78.06,Anandgoan,Stand development of monoculture plantation.5y,0.05,6,1995.531507,5.5,Establishment,Establishment of oldest trees,0,NA,NA,NA,NA,177,
78.07,Anandgoan,Stand development of monoculture plantation.5y,0.05,7,1996.497268,6,Disturbance,Cut,NA,NA,NA,<100%,"Multiple stemmed plants, if any, were pruned to one stem after 1 year of planting.",160,
78.08,Anandgoan,Stand development of monoculture plantation.5y,0.05,8,1996.497268,6,Management,Fertilization_N,NA,60,kg ha-1,NA,Additional N was applied at 120 kg ha-1 in two split doses (in July and March) in 1-year-old stands,166,
78.09,Anandgoan,Stand development of monoculture plantation.5y,0.05,9,1997.161644,6,Management,Fertilization_N,NA,60,kg ha-1,NA,Additional N was applied at 120 kg ha-1 in two split doses (in July and March) in 1-year-old stands,172,
79.01,Anandgoan,Stand development of monoculture plantation.6y,0.05,1,1994,8,Management,Irrigation,NA,700,mm yr-1,NA,NA,182,
79.02,Anandgoan,Stand development of monoculture plantation.6y,0.05,2,1994.49589,6,Management,Fertilization_K,NA,80,kg ha-1,NA,Preplanting fertilizer,141,
79.03,Anandgoan,Stand development of monoculture plantation.6y,0.05,3,1994.49589,6,Management,Fertilization_N,NA,100,kg ha-1,NA,Preplanting fertilizer,147,
79.04,Anandgoan,Stand development of monoculture plantation.6y,0.05,4,1994.49589,6,Management,Fertilization_P,NA,40,kg ha-1,NA,Preplanting fertilizer,153,
79.05,Anandgoan,Stand development of monoculture plantation.6y,0.05,5,1994.531507,5.5,Regrowth,Planted,1,NA,NA,NA,6-mth-old uniform size G. arborea seedlings,135,
79.06,Anandgoan,Stand development of monoculture plantation.6y,0.05,6,1994.531507,5.5,Establishment,Establishment of oldest trees,0,NA,NA,NA,NA,176,
79.07,Anandgoan,Stand development of monoculture plantation.6y,0.05,7,1995.49589,6,Disturbance,Cut,NA,NA,NA,<100%,"Multiple stemmed plants, if any, were pruned to one stem after 1 year of planting.",159,
79.08,Anandgoan,Stand development of monoculture plantation.6y,0.05,8,1995.49589,6,Management,Fertilization_N,NA,60,kg ha-1,NA,Additional N was applied at 120 kg ha-1 in two split doses (in July and March) in 1-year-old stands,165,
79.09,Anandgoan,Stand development of monoculture plantation.6y,0.05,9,1996.163934,6,Management,Fertilization_N,NA,60,kg ha-1,NA,Additional N was applied at 120 kg ha-1 in two split doses (in July and March) in 1-year-old stands,171,
80.01,"Anangu, A1",Seasonally flooded ANN-01,1,1,1904,8.5,No.disturbance,No disturbance,NA,NA,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2343,
81.01,"Anangu, A2",terra firma ANN-02,1,1,1904,8.5,No.disturbance,No disturbance,NA,NA,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2344,
82.01,"Anangu, A3",terra firma ANN-03,1,1,1904,8.5,No.disturbance,No disturbance,NA,NA,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2345,
83.01,Andrews 10,unmanaged,NAC,1,1449,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. Unmanaged,NA,
83.02,Andrews 10,unmanaged,NAC,2,1449,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,Age method: Tree rings. Unmanaged,NA,
84.01,Andrews 11,unmanaged,NAC,1,1206,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. Unmanaged,NA,
84.02,Andrews 11,unmanaged,NAC,2,1206,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,Age method: Tree rings. Unmanaged,NA,
85.01,Andrews 12,unmanaged,NAC,1,1372,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. Unmanaged,NA,
85.02,Andrews 12,unmanaged,NAC,2,1372,8,Regrowth,Initiation of post-disturbance cohort (natural),1,NA,NA,NA,Age method: Tree rings. Unmanaged,NA,
86.01,Andrews 1,Managed,NAC,1,1982,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Age method: Tree rings. Managed,NA,
86.02,Andrews 1,Managed,NAC,2,1982,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. Managed,NA,
87.01,Andrews 2,Managed,NAC,1,1981,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Age method: Tree rings. Managed,NA,
87.02,Andrews 2,Managed,NAC,2,1981,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. Managed,NA,
88.01,Andrews 3,recently disturbed,NAC,1,1989,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. Recently disturbed,NA,
88.02,Andrews 3,recently disturbed,NAC,2,1989,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Age method: Tree rings. Recently disturbed,NA,
89.01,Andrews 4,Managed,NAC,1,1963,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Age method: Tree rings. Managed,NA,
89.02,Andrews 4,Managed,NAC,2,1963,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. Managed,NA,
90.01,Andrews 5,Managed,NAC,1,1963,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Age method: Tree rings. Managed,NA,
90.02,Andrews 5,Managed,NAC,2,1963,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. Managed,NA,
91.01,Andrews 6,Managed,NAC,1,1931,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Age method: Tree rings. Managed,NA,
91.02,Andrews 6,Managed,NAC,2,1931,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. Managed,NA,
92.01,Andrews 7,Managed,NAC,1,1859,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Age method: Tree rings. Managed,NA,
92.02,Andrews 7,Managed,NAC,2,1859,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. Managed,NA,
93.01,Andrews 8,Managed,NAC,1,1855,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Age method: Tree rings. Managed,NA,
93.02,Andrews 8,Managed,NAC,2,1855,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. Managed,NA,
94.01,Andrews 9,Managed,NAC,1,1835,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Age method: Tree rings. Managed,NA,
94.02,Andrews 9,Managed,NAC,2,1835,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. Managed,NA,
95.01,Andrews watershed 10,NI,NAC,1,1522,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,Age method: Tree rings. No information available,NA,
95.02,Andrews watershed 10,NI,NAC,2,1522,8,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,Age method: Tree rings. No information available,NA,
96.01,Andrews watershed,unmanaged,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NA,Undisturbed old-growth,NA,
97.01,"Apiau,Roraima",old-growth tropical forest.APR,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NA,NAC,NA,
98.01,"Appomattox Buckingham S.F., Chestnut Ridge Natural Area",Quercus spp. old-growth forest,0.21,1,1836,8,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA,
98.02,"Appomattox Buckingham S.F., Chestnut Ridge Natural Area",Quercus spp. old-growth forest,0.21,2,1836,8,No.disturbance,No disturbance,NA,NA,NA,NA,NA,NA,
99.01,Araracuara,ombtophilous tropical rainforest,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,2093,
100.01,Arengou,"Cupressus, Sabina (Juniperus)",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,NA,
101.01,Arroyo Negro,Forest recovery following maize agriculture.15 y,0.05,1,1970,8.5,Disturbance,Cultivation,NA,2+,year,100,Maize,294,
101.02,Arroyo Negro,Forest recovery following maize agriculture.15 y,0.05,2,1984,8,Establishment,Establishment of oldest trees,1,*,NA,NA,NA,314,
101.03,Arroyo Negro,Forest recovery following maize agriculture.15 y,0.05,3,1984,8,Regrowth,Initiation of post-disturbance cohort (natural),1,*,NA,NA,NA,322,
102.01,Arroyo Negro,Forest recovery following maize agriculture.18 y,0.05,1,1970,8.5,Disturbance,Cultivation,NA,2,year,100,Maize,295,
102.02,Arroyo Negro,Forest recovery following maize agriculture.18 y,0.05,2,1981,8,Establishment,Establishment of oldest trees,1,*,NA,NA,NA,315,
102.03,Arroyo Negro,Forest recovery following maize agriculture.18 y,0.05,3,1981,8,Regrowth,Initiation of post-disturbance cohort (natural),1,*,NA,NA,NA,323,
103.01,Arroyo Negro,Forest recovery following maize agriculture.4 y,0.05,1,1970,8.5,Disturbance,Cultivation,NA,7,year,100,Maize,296,
103.03,Arroyo Negro,Forest recovery following maize agriculture.4 y,0.05,3,1995,8,Establishment,Establishment of oldest trees,1,*,NA,NA,NA,308,
103.04,Arroyo Negro,Forest recovery following maize agriculture.4 y,0.05,4,1995,8,Regrowth,Initiation of post-disturbance cohort (natural),1,*,NA,NA,NA,316,
104.01,Arroyo Negro,Forest recovery following maize agriculture.5 y Fermin,0.05,1,1970,8.5,Disturbance,Cultivation,NA,4,year,100,Maize,297,
104.03,Arroyo Negro,Forest recovery following maize agriculture.5 y Fermin,0.05,3,1994,8,Establishment,Establishment of oldest trees,1,*,NA,NA,NA,309,
104.04,Arroyo Negro,Forest recovery following maize agriculture.5 y Fermin,0.05,4,1994,8,Regrowth,Initiation of post-disturbance cohort (natural),1,*,NA,NA,NA,317,
105.01,Arroyo Negro,Forest recovery following maize agriculture.5 y Gilberto,0.05,1,1970,8.5,Disturbance,Cultivation,NA,1,year,100,Maize,298,
105.03,Arroyo Negro,Forest recovery following maize agriculture.5 y Gilberto,0.05,3,1994,8,Establishment,Establishment of oldest trees,1,*,NA,NA,NA,310,
105.04,Arroyo Negro,Forest recovery following maize agriculture.5 y Gilberto,0.05,4,1994,8,Regrowth,Initiation of post-disturbance cohort (natural),1,*,NA,NA,NA,318,
